Grupo de Prioridade;Cenário;Identificador;Grupo de Processo;Unidade de Negócio;Área de Negócio;Lider do Cenário;Meu Envolvimento;Situação x Planejamento;Qtde. Execuções Concluídas;Status;Gerado em
P1;ACRESCIMO DE INSUMOS NA ORDEM DE PRODUÇÃO - 0504_02 CASS_AGRO 0004 CASSILANDIA MS FABRICA DE RACAO;CASSILANDIA.PPE.0044.V12;Planejamento de Produção ao Estoque;CASSILANDIA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;ACRESCIMO DE INSUMOS NA ORDEM DE PRODUÇÃO - 1004_02 AST_COM 0004 ITAPUI SP FABRICA DE RACOES;ASTRA.PPE.0038.V12;Planejamento de Produção ao Estoque;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;ACRESCIMO DE INSUMOS NA ORDEM DE PRODUÇÃO - 1004_12 AST_COM 0004 ITAPUI SP FABRICA DE FARINHAS E OL;ASTRA.PPE.0022.V12;Planejamento de Produção ao Estoque;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;ACRESCIMO DE INSUMOS NA ORDEM DE PRODUÇÃO - 1005_02 AST_COM 0005 ITAPUI SP FABRICA DE RACAO;ASTRA.PPE.0030.V12;Planejamento de Produção ao Estoque;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;ACRESCIMO DE INSUMOS NA ORDEM DE PRODUÇÃO - 1201_02 MAR_TERRA 0001 ITAPORA MS FABRICA DE RACAO;MAR_E_TERRA.PPE.0139.V12;Planejamento de Produção ao Estoque;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;ACRESCIMO DE INSUMOS NA ORDEM DE PRODUÇÃO - 1301_02 RAC_DRMX 0001 DOURADOS MS FABRICA DE RACAO;DOURAMIX.PPE.0018.V12;Planejamento de Produção ao Estoque;RACOES DOURAMIX LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0017_02 PLU_AGRO 0017 TAMBAU;PLUMA_AGRO.PTM.2315.V1;Compras ao Recebimento;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0028_02 PLU_AGRO 0028 CASCAVE;PLUMA_AGRO.PTM.2299.V1;Compras ao Recebimento;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0029_02 PLU_AGRO 0029 FORMOSA;PLUMA_AGRO.PTM.2307.V1;Compras ao Recebimento;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0035_02 PLU_AGRO 0035 BRASILI;PLUMA_AGRO.PTM.2309.V1;Compras ao Recebimento;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0042_02 PLU_AGRO 0042 BARIRI;PLUMA_AGRO.PTM.2304.V1;Compras ao Recebimento;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0059_02 PLU_AGRO 0059 DOIS VI;PLUMA_AGRO.PTM.2311.V1;Compras ao Recebimento;PLUMA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;1;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0201_12 BEL_0001 ITAQUIRAI MS;BELLO.PTM.1661.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0202_02 BEL_0002 ITAQUIRAI MS;BELLO.PTM.1667.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0205_02 BEL_0005 AP DO TABOAD;BELLO.PTM.1654.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0205_12 BEL_0005 AP DO TABOAD;BELLO.PTM.1670.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0212_09 BEL_0012 ELDORADO MS;BELLO.PTM.1671.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0214_02 BEL_0014 ITAPUI SP FA;BELLO.PTM.1659.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0232_09 BEL_0032 BALSA NOVA P;BELLO.PTM.1653.V1;Compras ao Recebimento;BELLO ALIMENTOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0301_09 MAIS_FRA 0001 MIRAGUA;MAIS_FRANGO.PTM.0609.V1;Compras ao Recebimento;MAIS FRANGO MIRAGUAI LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0301_12 MAIS_FRA 0001 MIRAGUA;MAIS_FRANGO.PTM.0611.V1;Compras ao Recebimento;MAIS FRANGO MIRAGUAI LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0303_02 MAIS_FRA 0003 MIRAGUA;MAIS_FRANGO.PTM.0605.V1;Compras ao Recebimento;MAIS FRANGO MIRAGUAI LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0402_02 PLUSV_AGRO 0002 UMUAR;PLUSVAL.PTM.1282.V1;Compras ao Recebimento;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0405_02 PLUSV_AGRO 0005 CASCA;PLUSVAL.PTM.1278.V1;Compras ao Recebimento;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0406_12 PLUSV_AGRO 0006 CAPAN;PLUSVAL.PTM.1285.V1;Compras ao Recebimento;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0409_12 PLUSV_AGRO 0009 TUPAS;PLUSVAL.PTM.1281.V1;Compras ao Recebimento;PLUSVAL AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 0504_02 CASS_AGRO 0004 CASSIL;CASSILANDIA.PTM.0173.V1;Compras ao Recebimento;CASSILANDIA AGROAVICOLA LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 1004_02 AST_COM 0004 ITAPUI S;ASTRA.PTM.0339.V1;Compras ao Recebimento;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 1004_12 AST_COM 0004 ITAPUI S;ASTRA.PTM.0345.V1;Compras ao Recebimento;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 1005_02 AST_COM 0005 ITAPUI S;ASTRA.PTM.0343.V1;Compras ao Recebimento;ASTRA COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 1201_02 MAR_TERRA 0001 ITAPOR;MAR_E_TERRA.PTM.0544.V1;Compras ao Recebimento;MAR & TERRA INDUSTRIA E COMERCIO DE PESCADOS S.A;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AGENDAMENTO DE DESCARGA E VERIFICAÇÃO DE DOCUMENTO PARA RECEBIMENTO - 1301_02 RAC_DRMX 0001 DOURADO;DOURAMIX.PTM.0118.V1;Compras ao Recebimento;RACOES DOURAMIX LTDA;Produção;Kelvin Junior;Sem Atividade, cancelado;Cancelado;0;Bloqueado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0017_02 PLU_AGRO 0017 TAMBAU SP FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0055.V12;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0028_02 PLU_AGRO 0028 CASCAVEL PR FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0047.V12;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0029_02 PLU_AGRO 0029 FORMOSA GO FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0067.V12;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0035_02 PLU_AGRO 0035 BRASILIA DF FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0068.V12;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0042_02 PLU_AGRO 0042 BARIRI SP FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0061.V12;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0059_02 PLU_AGRO 0059 DOIS VIZINHOS PR FABRICA DE RACAO;PLUMA_AGRO.GESTQ.0054.V12;Gestão de Estoques;PLUMA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0201_12 BEL_0001 ITAQUIRAI MS FABRICA DE FARINHAS E OLE;BELLO.GESTQ.0079.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0202_02 BEL_0002 ITAQUIRAI MS FABRICA DE RACAO;BELLO.GESTQ.0076.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0205_02 BEL_0005 AP DO TABOADO MS FABRICA DE RACAO;BELLO.GESTQ.0053.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0205_12 BEL_0005 AP DO TABOADO MS FABRICA DE FARINHAS E;BELLO.GESTQ.0074.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0212_09 BEL_0012 ELDORADO MS FABRICA DE INDUSTRIALIZADO;BELLO.GESTQ.0039.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0214_02 BEL_0014 ITAPUI SP FABRICA DE RACAO;BELLO.GESTQ.0051.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0232_09 BEL_0032 BALSA NOVA PR FABRICA DE INDUSTRIALIZA;BELLO.GESTQ.0073.V12;Gestão de Estoques;BELLO ALIMENTOS LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0301_09 MAIS_FRA 0001 MIRAGUAI RS FABRICA DE INDUSTRIAL;MAIS_FRANGO.GESTQ.0018.V12;Gestão de Estoques;MAIS FRANGO MIRAGUAI LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0301_12 MAIS_FRA 0001 MIRAGUAI RS FABRICA DE FARINHAS E;MAIS_FRANGO.GESTQ.0006.V12;Gestão de Estoques;MAIS FRANGO MIRAGUAI LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0303_02 MAIS_FRA 0003 MIRAGUAI RS FABRICA DE RACAO;MAIS_FRANGO.GESTQ.0019.V12;Gestão de Estoques;MAIS FRANGO MIRAGUAI LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0402_02 PLUSV_AGRO 0002 UMUARAMA PR FABRICA DE RACAO;PLUSVAL.GESTQ.0038.V12;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0405_02 PLUSV_AGRO 0005 CASCAVEL PR FABRICA DE RACAO;PLUSVAL.GESTQ.0053.V12;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0406_12 PLUSV_AGRO 0006 CAPANEMA PR FABRICA DE FARINHAS;PLUSVAL.GESTQ.0040.V12;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0409_12 PLUSV_AGRO 0009 TUPASSI PR FABRICA DE FARINHAS;PLUSVAL.GESTQ.0076.V1;Gestão de Estoques;PLUSVAL AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
P1;AJUSTE DE ESTOQUE RAÇÃO (PRODUTO ACABADO) - 0504_02 CASS_AGRO 0004 CASSILANDIA MS FABRICA DE RACAO;CASSILANDIA.GESTQ.0003.V12;Gestão de Estoques;CASSILANDIA AGROAVICOLA LTDA;Fábrica de Rações;Kelvin Junior;Sem Atividade;Dentro do Planejamento;0;Não Iniciado;2026-05-02 22:56
